Molecule,Route,Technical Specifications,Level 1,Level 2,Level 3,Level 4,ATC Code
Sambong (Blumea balsamifera),Oral:,250 mg Tablet (Fam. Compositae) ,Not Available,Not Available,Not Available,Not Available,Not Available
Sambong (Blumea balsamifera),Oral:,500 mg Tablet (Fam. Compositae) ,Not Available,Not Available,Not Available,Not Available,Not Available
Selegiline,Oral:,5 mg (as Hydrochloride) Tablet ,NERVOUS SYSTEM,ANTI-PARKINSON DRUGS,DOPAMINERGIC AGENTS,Monoamine oxidase B inhibitors,N04BD01 
Selenium,Topical:,2.5% (as Sulfide) Lotion in 100 mL ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR TOPICAL USE,Other antifungals for topical use,D01AE13 
Sertraline,Oral:,50 mg (as Hydrochloride) Tablet *Primary Health Care,NERVOUS SYSTEM,PSYCHOANALEPTICS,ANTIDEPRESSANTS,Selective serotonin reuptake inhibitors,N06AB06 
Sevelamer,Oral:,800 mg (as Carbonate) Tablet ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE02 
Sevelamer,Oral:,800 mg (as Carbonate) Powder for suspension ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Drugs for treatment of hyperkalemia and hyperphosphatemia,V03AE02 
Sevoflurane,Inhalation:,in 250 mL Bottle ,NERVOUS SYSTEM,ANESTHETICS," ANESTHETICS, GENERAL",Halogenated hydrocarbons,N01AB08
Silver Sulfadiazine,Topical:,1% Cream in 15 g Tube *Primary Health Care,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides,D06BA01 
Silver Sulfadiazine,Topical:,1% Cream in 25 g Tube *Primary Health Care,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides,D06BA01 
Silver Sulfadiazine,Topical:,Cream in 500 g Jar (Micronized) *Primary Health Care,DERMATOLOGICALS,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,CHEMOTHERAPEUTICS FOR TOPICAL USE,Sulfonamides,D06BA01 
Simvastatin,Oral:,20 mg Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors,C10AA01 
Simvastatin,Oral:,40 mg Tablet *Primary Health Care,CARDIOVASCULAR SYSTEM,LIPID MODIFYING AGENTS,"LIPID MODIFYING AGENTS, PLAIN",HMG CoA reductase inhibitors,C10AA01 
Sirolimus,Oral:,0.5 mg Tablet ,SENSORY ORGANS,OPHTHALMOLOGICALS,OTHER OPHTHALMOLOGICALS,Other ophthalmologicals,S01XA23
Sirolimus,Oral:,1 mg Tablet ,SENSORY ORGANS,OPHTHALMOLOGICALS,OTHER OPHTHALMOLOGICALS,Other ophthalmologicals,S01XA23
Sodium Bicarbonate,Oral:,325 mg Tablet ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Bicarbonate,Oral:,650 mg Tablet ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Bicarbonate,Inj.:,1 mEq/mL in 10 mL Vial (Pediatric) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Bicarbonate,Inj.:,1 mEq/mL in 20 mL Ampul/Vial (Adult)(IV infusion) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Bicarbonate,Inj.:,1 mEq/mL in 50 mL Ampul/Vial (Adult)(IV infusion) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Bicarbonate,Inj.:,1 mEq/mL in 100 mL Ampul/Vial (Adult)(IV infusion) ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,IRRIGATING SOLUTIONS,Salt solutions,B05CB04 
Sodium Calcium Edetate,Inj.:,200 mg/mL in 5 mL Ampul (IM) ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,V03AB03
Sodium Chloride,Inj.:,2.5 mEq/mL in 20 mL Vial *Primary Health Care,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTION ADDITIVES,Electrolyte solutions,B05XA03 
Sodium Chloride,Inj.:,2.5 mEq/mL in 50 mL Vial *Primary Health Care,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTION ADDITIVES,Electrolyte solutions,B05XA03 
Sodium ,Inj.:,0.9% (as Chloride) in 2 mL Ampul (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 2.5 mL Ampul (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 5 mL Ampul (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 10 mL Ampul (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 20 mL Ampul (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 50 mL Bottle/Bag (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 100 mL Bottle/Bag (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 200 mL Bottle/Bag (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 500 mL Bottle/Bag (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,Inj.:,0.9% (as Chloride) in 1 L Bottle/Bag (IV infusion) *Primary Health Care,ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium ,,"0.9% (as Chloride) in 1 L Bottle/Bag (For irrigation)Composed of:
Na+ = 154 mmol/L
Cl- = 154 mmol/L ",ALIMENTARY TRACT AND METABOLISM,MINERAL SUPPLEMENTS,OTHER MINERAL SUPPLEMENTS,Sodium,A12CA
Sodium Dichloroisocyanurate,,3.5 mg Tablet (2 mg free chlorine)(To be used for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,Not applicable
Sodium Dichloroisocyanurate,,8.68 mg Tablet (5 mg free chlorine)(To be used for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,Not applicable
Sodium Dichloroisocyanurate,,12.5 mg Tablet (8 mg free chlorine)(To be used for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,Not applicable
Sodium Dichloroisocyanurate,,17 mg Tablet (10 mg free chlorine)(To be used for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,Not applicable
Sodium Dichloroisocyanurate,,67 mg Tablet (40 mg free chlorine)(To be used for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,Not applicable
Sodium Hyaluronate,Ophthalmic:,0.1% (1 mg/mL) Ophthalmic drop solution in 5 mL ,SENSORY ORGANS,OPHTHALMOLOGICALS,SURGICAL AIDS,Viscoelastic substances,Not available
Sodium Hyaluronate,Ophthalmic:,0.1% (1 mg/mL) Ophthalmic drop solution in 15 mL ,SENSORY ORGANS,OPHTHALMOLOGICALS,SURGICAL AIDS,Viscoelastic substances,Not available
Sodium Hypochlorite,,Solution (1.25% available chlorine for water purification) ,DERMATOLOGICALS,ANTISEPTICS AND DISINFECTANTS,ANTISEPTICS AND DISINFECTANTS,Other antiseptics and disinfectants,D08AX07
Sodium Iodide,Oral:,Capsule (Radioactivity range of 0.8 - 100 mCi per capsule) ,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,THYROID,Various thyroid diagnostic radiopharmaceuticals,V09FX03 
Sodium Iodide,Oral:,Capsule (Radioactivity range of 1.0 - 250 mCi per capsule) ,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,THYROID,Various thyroid diagnostic radiopharmaceuticals,V09FX03 
Sodium Iodide,Oral:,Solution (Radioactivity range of 3.5 - 150 mCi per vial) ,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,THYROID,Various thyroid diagnostic radiopharmaceuticals,V09FX03 
Sodium Nitrite,Inj.:,Powder (USP Grade) ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,V03AB08 
Sodium Nitroprusside,Inj.:,50 mg Powder (IV infusion) ,CARDIOVASCULAR SYSTEM,ANTIHYPERTENSIVES,"ARTERIOLAR SMOOTH MUSCLE, AGENTS ACTING ON", Nitroferricyanide derivatives,C02DD01 
Sodium Sulfate,,Powder (USP Grade) ,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR CONSTIPATION,DRUGS FOR CONSTIPATION,Osmotically acting laxatives,A06AD13 
Sodium Thiosulfate,Inj.:,250 mg/mL in 50 mL Ampul (IV) ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,Not available
Sodium Thiosulfate,,2.5% Solution ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,Not available
Sodium Thiosulfate,,5% Solution ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,Not available
Sodium Valproate,Oral:,200 mg/5 mL Syrup in 100 mL Bottle *Primary Health Care,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Fatty acid derivatives,N03AG01 
Sodium Valproate + Valproic Acid,Oral:,333 mg + 145 mg Controlled Release (CR) tablet *Primary Health Care,NERVOUS SYSTEM,ANTIEPILEPTICS,ANTIEPILEPTICS,Fatty acid derivatives,N03AG01 
Sofosbuvir,Oral:,400 mg Tablet ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Antivirals for treatment of HCV infections,J05AP08 
Sofosbuvir + Ledipasvir,Oral:,400 mg + 90 mg Tablet ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Antivirals for treatment of HCV infections,J05AP51 
Sofosbuvir + Velpatasvir,Oral:,400 mg + 100 mg Tablet ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Antivirals for treatment of HCV infections,J05AP55 
Somatostatin,Inj.:,"250 mcg Ampul/Vial (IV,IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,H01CB01 
Somatostatin,Inj.:,"3 mg Ampul/Vial (IV,IV infusion) ","SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS",PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES,HYPOTHALAMIC HORMONES,Somatostatin and analogues,H01CB01 
Soya bean oil + Medium chain triglycerides + Olive oil + Purified fish oil,Inj.:,20% (200 mg/mL) Emulsion for IV infusion in 250 mL ,BLOOD AND BLOOD FORMING ORGANS,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,I.V. SOLUTIONS,Solutions for parenteral nutrition,B05BA02 
Spectinomycin,Inj.:,2 g Vial (IM) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,OTHER ANTIBACTERIALS,Other antibacterials,J01XX04 
Spironolactone,Oral:,25 mg Tablet (K-sparer) ,CARDIOVASCULAR SYSTEM,DIURETICS,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,Aldosterone antagonists,C03DA01 
Spironolactone,Oral:,50 mg Tablet (K-sparer) ,CARDIOVASCULAR SYSTEM,DIURETICS,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,Aldosterone antagonists,C03DA01 
Spironolactone,Oral:,100 mg Tablet (K-sparer) ,CARDIOVASCULAR SYSTEM,DIURETICS,ALDOSTERONE ANTAGONISTS AND OTHER POTASSIUM-SPARING AGENTS,Aldosterone antagonists,C03DA01 
Standard Senna Concentrate,Oral:,187 mg Tablet ,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR CONSTIPATION,DRUGS FOR CONSTIPATION,Contact laxatives,A06AB06 
Standard Senna Concentrate,Oral:,374 mg Tablet ,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR CONSTIPATION,DRUGS FOR CONSTIPATION,Contact laxatives,A06AB06 
Sterile Water for Injection,Inj.:,in 2 mL Ampul (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 5 mL Ampul (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 10 mL Ampul (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 20 mL Ampul (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 50 mL Bottle/Bag (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 100 mL Bottle/Bag (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 500 mL Bottle/Bag (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Sterile Water for Injection,Inj.:,in 1 L Bottle/Bag (No preservative) *Primary Health Care,VARIOUS,ALL OTHER NON-THERAPEUTIC PRODUCTS,ALL OTHER NON-THERAPEUTIC PRODUCTS,"Solvents and diluting agents, incl. irrigating solutions",Not available
Streptokinase,Inj.:,"1,500,000 IU Powder Vial (IV infusion) ",BLOOD AND BLOOD FORMING ORGANS,ANTITHROMBOTIC AGENTS,ANTITHROMBOTIC AGENTS,Enzymes,B01AD01 
Streptomycin,Inj.:,1 g (as Sulfate) Vial (IM) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIBACTERIALS FOR SYSTEMIC USE,AMINOGLYCOSIDE ANTIBACTERIALS,Streptomycins,J01GA01 
Succimer/Dimercapto succinic acid (DMSA),Oral:,100 mg Capsule ,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,RENAL SYSTEM,Technetium (99mTc) compounds,V09CA02 
Succimer/Dimercapto succinic acid (DMSA),Oral:,200 mg Capsule ,VARIOUS,DIAGNOSTIC RADIOPHARMACEUTICALS,RENAL SYSTEM,Technetium (99mTc) compounds,V09CA02 
Sucralfate,Oral:,1 g Tablet ,ALIMENTARY TRACT AND METABOLISM,DRUGS FOR ACID RELATED DISORDERS,DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD),Other drugs for peptic ulcer and gastro-oesophageal reflux disease (GORD),A02BX02 
Sugammadex,Inj.:,100 mg/mL Solution for injection in 2 mL Vial (IV) ,VARIOUS,ALL OTHER THERAPEUTIC PRODUCTS,ALL OTHER THERAPEUTIC PRODUCTS,Antidotes,V03AB35 
Sulfacetamide + Prednisolone,Ophthalmic:,10% + 0.25% (as Acetate) Ophthalmic drop suspension in 5 mL ,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,Corticosteroids and antiinfectives in combination,S01CA02 
Sulfur,Topical:,2% Cream in 10 g Plastic tube ,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Preparations containing sulfur,D10AB02
Sulfur,Topical:,10% Ointment in 15 g Aluminum collapsible tube ,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Preparations containing sulfur,D10AB02
Sulfur,Topical:,10% Ointment in 30 g Aluminum collapsible tube ,DERMATOLOGICALS,ANTI-ACNE PREPARATIONS,ANTI-ACNE PREPARATIONS FOR TOPICAL USE,Preparations containing sulfur,D10AB02
Sumatriptan,Oral:,50 mg Tablet ,NERVOUS SYSTEM,ANALGESICS,ANTIMIGRAINE PREPARATIONS,Selective serotonin (5HT1) agonists,N02CC01 
Suxamethonium/Succinylcholine,Inj.:,20 mg/mL (as Chloride) in 10 mL Vial (IV) ,MUSCULO-SKELETAL SYSTEM,MUSCLE RELAXANTS,"MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",Choline derivatives,M03AB01 
Tacrolimus,Oral:,1 mg Capsule ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors,L04AD02 
Tacrolimus,Oral:,5 mg Capsule ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors,L04AD02 
Tacrolimus,Oral:,1 mg Slow release capsule ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors,L04AD02 
Tacrolimus,Oral:,5 mg Slow release capsule ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,IMMUNOSUPPRESSANTS,IMMUNOSUPPRESSANTS,Calcineurin inhibitors,L04AD02 
Tafluprost,Ophthalmic:,15 mcg/mL Ophthalmic drop solution in 0.3 mL Single Dose Bottle ,SENSORY ORGANS,OPHTHALMOLOGICALS,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,Prostaglandin analogues,S01EE05 
Tamoxifen,Oral:,10 mg (as Citrate) Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Anti-estrogens,L02BA01 
Tamoxifen,Oral:,20 mg (as Citrate) Tablet ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ENDOCRINE THERAPY,HORMONE ANTAGONISTS AND RELATED AGENTS,Anti-estrogens,L02BA01 
Tamsulosin,Oral:,200 mcg (as Hydrochloride) Capsule *Primary Health Care,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA02 
Tamsulosin,Oral:,200 mcg Orally disintegrating tablet (ODT) ,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA02 
Tamsulosin,Oral:,400 mcg Prolonged release film coated tablet ,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA02 
Tegafur + Uracil,Oral:,100 mg + 224 mg Capsule ,ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,ANTINEOPLASTIC AGENTS,ANTIMETABOLITES,Pyrimidine analogues,L01BC53 
Telmisartan,Oral:,40 mg Tablet ,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",C09CA07 
Telmisartan,Oral:,80 mg Tablet ,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN","Angiotensin II receptor blockers (ARBs), plain",C09CA07 
Telmisartan + Hydrochlorothiazide,Oral:,40 mg + 12.5 mg Tablet ,CARDIOVASCULAR SYSTEM,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",Angiotensin II receptor blockers (ARBs) and diuretics,C09DA07 
Tenofovir alafenamide,Oral:,25 mg (as Fumarate) Tablet ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF13 
Tenofovir disoproxil,Oral:,300 mg (as Fumarate) Tablet ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,Nucleoside and nucleotide reverse transcriptase inhibitors,J05AF07 
Tenofovir + Lamivudine + Dolutegravir,Oral:,300 mg + 300 mg + 50 mg Tablet (Fixed-dose combination) ,ANTIINFECTIVES FOR SYSTEMIC USE,ANTIVIRALS FOR SYSTEMIC USE,DIRECT ACTING ANTIVIRALS,"Antivirals for treatment of HIV infections, combinations",J05AR27 
Terazosin,Oral:,1 mg (as Hydrochloride) Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA03 
Terazosin,Oral:,2 mg (as Hydrochloride) Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA03 
Terazosin,Oral:,5 mg (as Hydrochloride) Tablet ,GENITO URINARY SYSTEM AND SEX HORMONES,UROLOGICALS,DRUGS USED IN BENIGN PROSTATIC HYPERTROPHY,Alpha-adrenoreceptor antagonists,G04CA03 
Terbinafine,Oral:,250 mg (as Hydrochloride) Tablet ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use,D01BA02 
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 3 g Tube ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use,D01BA02 
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 5 g Tube ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use,D01BA02 
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 10 g Tube ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use,D01BA02 
Terbinafine,Topical:,1% (as Hydrochloride) Cream in 15 g Tube ,DERMATOLOGICALS,ANTIFUNGALS FOR DERMATOLOGICAL USE,ANTIFUNGALS FOR SYSTEMIC USE,Antifungals for systemic use,D01BA02 
Terbutaline,Oral:,5 mg (as Sulfate) Tablet ,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists,R03CC03 
Terbutaline,Oral:,1.5 mg/5 mL (as Sulfate) Syrup in 60 mL ,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists,R03CC03 
Terbutaline,Inj.:,"500 mcg/mL (as Sulfate) in 1 mL Ampul (IM,IV,SC) ",RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists,R03CC03 
Terbutaline,Inhalation:,2.5 mg/mL (as Sulfate) in 2 mL Unit dose (For nebulization) ,RESPIRATORY SYSTEM,DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,ADRENERGICS FOR SYSTEMIC USE,Selective beta-2-adrenoreceptor agonists,R03CC03 
Testosterone,Inj.:,250 mg/mL (as Undecanoate) Solution for injection in 4 mL ,GENITO URINARY SYSTEM AND SEX HORMONES,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,ANDROGENS,3-oxoandrosten (4) derivatives,G03BA03 
Tetanus Immunoglobulin (Human),Inj.:,1000 IU/mL in 1.5 mL Vial (IM) *Primary Health Care,ANTIINFECTIVES FOR SYSTEMIC USE,IMMUNE SERA AND IMMUNOGLOBULINS,IMMUNOGLOBULINS,Specific immunoglobulins,J06BB02 
